0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15
0.0,-0.7918796992481202,-0.6221428571428571,-0.33333333333333337,-1.0,0.4285714285714284,0.5555555555555554,-0.9736842105263158,1.0,1.0,-0.9701492537313433,-1.0,-1.0,-0.84,-1.0,1.0
0.0,-0.38857142857142857,-0.5357142857142858,-0.33333333333333337,-1.0,-1.0,0.5555555555555554,-0.9912280701754386,1.0,-1.0,-1.0,1.0,-1.0,-0.5569999999999999,-1.0,1.0
-1.0,-0.8369924812030074,-0.9582142857142857,0.33333333333333326,0.33333333333333326,-1.0,0.5555555555555554,-0.9589473684210527,1.0,-1.0,-1.0,1.0,-1.0,-0.84,-1.0,1.0
0.0,-0.7618045112781954,-0.9167857142857143,0.33333333333333326,0.33333333333333326,0.1428571428571428,0.5555555555555554,-0.8245614035087719,1.0,1.0,-0.9701492537313433,-1.0,-1.0,-0.8200000000000001,-0.9996,1.0
0.0,-0.7669172932330827,-0.3035714285714286,-0.33333333333333337,-1.0,-0.8571428571428572,0.5555555555555554,-0.9824561403508771,1.0,-1.0,-1.0,-1.0,-1.0,-0.86,-1.0,1.0
0.0,0.07759398496240588,0.357142857142857,-0.33333333333333337,-1.0,-0.2857142857142858,-0.5555555555555556,-1.0,1.0,1.0,-0.9701492537313433,-1.0,-1.0,-0.906,-1.0,1.0
-1.0,-0.5813533834586465,-0.8928571428571429,-0.33333333333333337,-1.0,0.2857142857142856,0.5555555555555554,-0.8596491228070176,1.0,-1.0,-1.0,-1.0,1.0,-0.632,-1.0,1.0
0.0,-0.21563909774436096,-0.9642857142857143,-0.33333333333333337,-1.0,0.2857142857142856,0.5555555555555554,-0.9824561403508771,1.0,-1.0,-1.0,-1.0,1.0,-0.712,-1.0,1.0
-1.0,-0.4641151551444984,-0.75,-0.33333333333333337,-1.0,-0.5714285714285714,0.5555555555555554,-0.7894736842105263,1.0,-1.0,-1.0,1.0,-1.0,-0.7,-1.0,1.0
0.0,-0.593984962406015,-0.9553571428571429,-0.33333333333333337,-1.0,-1.0,0.5555555555555554,-0.9680701754385965,1.0,-1.0,-1.0,1.0,-1.0,-0.8,-1.0,1.0
0.0,-0.2956390977443608,-0.7142857142857143,-0.33333333333333337,-1.0,-0.8571428571428572,-1.0,-0.6491228070175439,1.0,-1.0,-1.0,1.0,1.0,-0.72,-1.0,1.0
0.0,-0.4641151551444984,-0.9732142857142857,-0.33333333333333337,-1.0,-0.5714285714285714,0.5555555555555554,-0.9385964912280702,1.0,-1.0,-1.0,1.0,1.0,-0.07199999999999995,-1.0,1.0
0.0,-0.6415037593984961,-0.8421428571428572,0.33333333333333326,0.33333333333333326,-1.0,0.5555555555555554,-0.7192982456140351,1.0,-1.0,-1.0,-1.0,-1.0,-0.812,-1.0,1.0
0.0,-0.39097744360902253,-0.6785714285714286,-0.33333333333333337,-1.0,-1.0,0.5555555555555554,-0.9298245614035088,1.0,-1.0,-1.0,1.0,-1.0,-0.76,-1.0,1.0
-1.0,0.06015037593984962,-0.8928571428571429,-0.33333333333333337,-1.0,0.0,-0.11111111111111116,-1.0,1.0,-1.0,-1.0,1.0,-1.0,-0.9,-0.99946,1.0
0.0,0.46616541353383467,-0.0892857142857143,0.33333333333333326,0.33333333333333326,-0.8571428571428572,-0.33333333333333337,-0.6491228070175439,1.0,-1.0,-1.0,-1.0,-1.0,-0.888,-1.0,1.0
0.0,-0.4685714285714285,0.10714285714285698,-0.33333333333333337,-1.0,-0.8571428571428572,0.5555555555555554,-0.9649122807017544,1.0,-1.0,-1.0,-1.0,-1.0,-0.88,-1.0,1.0
0.0,-0.4641151551444984,-0.6428571428571429,0.33333333333333326,0.33333333333333326,-1.0,0.5555555555555554,-0.4035087719298246,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.0
0.0,0.16030075187969928,-0.9017857142857143,0.33333333333333326,0.33333333333333326,-0.8571428571428572,-0.33333333333333337,-0.33614035087719296,1.0,-1.0,-1.0,1.0,-1.0,-0.8,-0.998,1.0
0.0,-0.5488721804511278,-0.8928571428571429,0.33333333333333326,0.33333333333333326,-0.8571428571428572,0.5555555555555554,-0.8947368421052632,1.0,-1.0,-1.0,1.0,-1.0,-1.0,-0.9955,1.0
-1.0,-0.553984962406015,-0.7471428571428571,-0.33333333333333337,-1.0,-0.1428571428571429,-1.0,-0.9649122807017544,1.0,-1.0,-1.0,1.0,-1.0,-0.829,-1.0,1.0
0.0,-0.7218045112781954,-0.9553571428571429,0.33333333333333326,0.33333333333333326,-1.0,0.5555555555555554,-0.9912280701754386,1.0,-1.0,-1.0,-1.0,-1.0,-0.8200000000000001,-0.99998,1.0
0.0,-0.4641151551444984,-0.9642857142857143,-0.33333333333333337,-1.0,-0.8571428571428572,-1.0,-0.9414035087719298,1.0,-1.0,-1.0,1.0,1.0,-0.6799999999999999,-1.0,1.0
-1.0,-0.7368421052631579,-0.2142857142857143,0.33333333333333326,0.33333333333333326,0.4285714285714284,0.5555555555555554,-0.7894736842105263,1.0,-1.0,-1.0,1.0,-1.0,-0.732,-1.0,1.0
-1.0,-0.556390977443609,-0.9285714285714286,-0.33333333333333337,-1.0,0.4285714285714284,0.5555555555555554,-0.9298245614035088,1.0,1.0,-0.9402985074626866,1.0,-1.0,-0.833,-0.99,1.0
0.0,-0.2857142857142858,-0.875,0.33333333333333326,0.33333333333333326,-0.8571428571428572,-1.0,-0.9824561403508771,1.0,-1.0,-1.0,1.0,-1.0,-0.836,-0.992,1.0
0.0,-0.35338345864661647,0.1785714285714286,0.33333333333333326,0.33333333333333326,-0.8571428571428572,0.5555555555555554,-0.7192982456140351,1.0,-1.0,-1.0,-1.0,-1.0,-0.92,-1.0,1.0
0.0,-0.8520300751879698,-0.6428571428571429,-0.33333333333333337,-1.0,0.4285714285714284,0.5555555555555554,-0.9736842105263158,1.0,1.0,-0.9402985074626866,-1.0,-1.0,-1.0,-0.99924,1.0
0.0,-0.6616541353383458,-0.1428571428571429,-0.33333333333333337,-1.0,0.1428571428571428,0.5555555555555554,-0.8421052631578947,1.0,1.0,-0.9402985074626866,1.0,-1.0,-0.88,-0.9999,1.0
0.0,-0.5765413533834587,-0.7142857142857143,0.33333333333333326,0.33333333333333326,-0.1428571428571429,-0.33333333333333337,-0.5964912280701755,1.0,1.0,-0.9402985074626866,1.0,-1.0,-0.925,-1.0,1.0
0.0,0.2354887218045112,0.10714285714285698,-0.33333333333333337,-1.0,-0.4285714285714286,0.7777777777777777,-1.0,1.0,1.0,-0.4029850746268657,-1.0,-1.0,-0.848,-0.9974,1.0
0.0,-0.5488721804511278,-0.9167857142857143,-0.33333333333333337,-1.0,0.1428571428571428,0.5555555555555554,-0.9649122807017544,1.0,-1.0,-1.0,-1.0,1.0,-0.72,-1.0,1.0
-1.0,-0.6616541353383458,-0.2142857142857143,0.33333333333333326,0.33333333333333326,-1.0,0.5555555555555554,-0.6842105263157895,1.0,-1.0,-1.0,-1.0,-1.0,-0.88,-1.0,1.0
0.0,-0.18285714285714283,-0.8392857142857143,0.33333333333333326,0.33333333333333326,0.857142857142857,-0.33333333333333337,-0.29824561403508776,1.0,-1.0,-1.0,1.0,-1.0,-0.8240000000000001,-1.0,1.0
-1.0,-0.8195488721804511,-0.9464285714285714,-0.33333333333333337,-1.0,-0.8571428571428572,0.5555555555555554,-0.9442105263157895,1.0,1.0,-0.8507462686567164,1.0,-1.0,-0.86,-0.9999,1.0
0.0,-0.5362406015037593,-0.75,-0.33333333333333337,-1.0,0.7142857142857142,0.5555555555555554,-0.7543859649122807,1.0,1.0,-0.9104477611940298,1.0,-1.0,-0.671,-1.0,1.0
-1.0,-0.6766917293233082,-0.9257142857142857,0.33333333333333326,0.33333333333333326,-0.2857142857142858,-0.5555555555555556,-0.9649122807017544,1.0,1.0,-0.9104477611940298,-1.0,-1.0,-0.8200000000000001,-0.99706,1.0
0.0,-0.6742857142857143,-0.1071428571428572,-0.33333333333333337,-1.0,0.7142857142857142,0.5555555555555554,-0.9385964912280702,1.0,-1.0,-1.0,1.0,-1.0,-0.74,-1.0,1.0
-1.0,-0.3984962406015038,-0.9464285714285714,-0.33333333333333337,-1.0,0.1428571428571428,-1.0,-0.9298245614035088,1.0,1.0,-0.9104477611940298,1.0,-1.0,-0.788,-1.0,1.0
0.0,-0.7918796992481202,-0.9107142857142857,0.33333333333333326,0.33333333333333326,-0.8571428571428572,-0.33333333333333337,-0.9035087719298246,1.0,1.0,-0.9104477611940298,1.0,-1.0,-0.86,-0.9958,1.0
-1.0,-0.6490225563909774,-0.9196428571428572,-0.33333333333333337,-1.0,0.4285714285714284,0.5555555555555554,-0.9094736842105263,1.0,1.0,-0.9402985074626866,-1.0,-1.0,-0.8,-1.0,1.0
0.0,-0.27819548872180455,-0.5,-0.33333333333333337,-1.0,0.4285714285714284,-0.33333333333333337,-0.19298245614035092,1.0,1.0,-0.791044776119403,1.0,-1.0,-0.7,-0.9999,1.0
0.0,0.16541353383458657,-0.5357142857142858,-0.33333333333333337,-1.0,0.1428571428571428,0.5555555555555554,-0.5585964912280702,1.0,1.0,-0.5522388059701493,-1.0,-1.0,-1.0,-0.77596,-1.0
0.0,0.3257142857142856,-0.4971428571428572,-0.33333333333333337,-1.0,0.2857142857142856,0.5555555555555554,-0.01754385964912286,1.0,1.0,-0.8208955223880597,1.0,-1.0,-0.64,-0.97336,-1.0
-1.0,-0.7894736842105263,-0.2617857142857143,-0.33333333333333337,-1.0,-0.7142857142857143,-0.33333333333333337,-0.9764912280701754,1.0,1.0,-0.9701492537313433,1.0,-1.0,-0.92,-0.999,-1.0
0.0,-0.21293233082706764,-0.5564285714285715,-0.33333333333333337,-1.0,0.4285714285714284,0.5555555555555554,-0.9971929824561403,1.0,1.0,-0.9701492537313433,-1.0,-1.0,-0.8,-0.994,-1.0
0.0,-0.6415037593984961,-0.1071428571428572,-0.33333333333333337,-1.0,-0.7142857142857143,0.5555555555555554,-0.9150877192982456,1.0,1.0,1.0,1.0,-1.0,-0.86,-0.99484,-1.0
-1.0,-0.6691729323308271,-0.1071428571428572,-0.33333333333333337,-1.0,-1.0,0.5555555555555554,-0.8947368421052632,1.0,1.0,-0.6417910447761195,1.0,-1.0,-0.88,-0.98866,-1.0
-1.0,-0.08511278195488714,-0.5239285714285715,-0.33333333333333337,-1.0,0.4285714285714284,0.5555555555555554,-0.48245614035087725,1.0,1.0,-0.9104477611940298,1.0,-1.0,-1.0,-1.0,-1.0
-1.0,-0.706766917293233,-0.3571428571428572,-0.33333333333333337,-1.0,0.4285714285714284,0.5555555555555554,-0.4035087719298246,1.0,1.0,-0.8507462686567164,1.0,-1.0,-0.88,-1.0,-1.0
0.0,-0.3633082706766917,-0.6428571428571429,-0.33333333333333337,-1.0,0.857142857142857,-0.33333333333333337,-0.4736842105263158,1.0,1.0,-0.8208955223880597,1.0,-1.0,-1.0,-0.98,-1.0
0.0,0.020150375939849585,-0.8214285714285714,-0.33333333333333337,-1.0,0.2857142857142856,-1.0,-0.8245614035087719,1.0,1.0,-0.6417910447761195,1.0,-1.0,-0.59,-0.9498,-1.0
0.0,-0.7293233082706767,-0.2142857142857143,-0.33333333333333337,-1.0,0.4285714285714284,0.5555555555555554,-0.8245614035087719,1.0,1.0,-0.791044776119403,1.0,-1.0,-0.9,-0.98382,-1.0
0.0,-0.378345864661654,-0.6964285714285714,-0.33333333333333337,-1.0,-0.1428571428571429,-1.0,-0.7719298245614035,1.0,1.0,-0.9402985074626866,-1.0,-1.0,-0.726,-0.9878,-1.0
